ID,LABEL,RULE
659,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='25' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='32' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
660,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='23' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='25' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
661,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='14' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='18' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
662,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='50' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='30' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
663,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='61' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='12' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
664,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='16' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='4' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
665,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='5' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='3' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
666,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='27' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='30' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
667,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='16' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='21' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
668,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='38' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='35' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
669,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='36' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='48' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
670,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='48' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='43' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
671,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='6' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='12' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
672,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='42' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='44' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
673,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='36' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='25' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
674,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='2' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='43' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
675,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='33' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='16' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
676,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='29' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='14' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
677,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='23' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='19' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
678,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='6' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='9' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
679,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='39' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='30' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
680,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='61' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='9' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
681,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='57' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='54' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
682,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='19' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='26' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
683,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='7' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='1' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
684,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='61' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='31' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
685,Job Description,"MATCH (a1:Template)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a1.VALUE='Job Description' AND a1.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/H4/text()' AND a1.POSITION='1' 
AND a0.VALUE='H4' AND a0.POSITION='2' 
AND b.VALUE='DIV' 
AND c0.VALUE='BLOCKQUOTE' AND c0.POSITION='1' 
AND c1.VALUE='P' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='64' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
686,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='39' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='20' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
687,Job Description,"MATCH (a1:Template)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a1.VALUE='Job Description' AND a1.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/H4/text()' AND a1.POSITION='1' 
AND a0.VALUE='H4' AND a0.POSITION='2' 
AND b.VALUE='DIV' 
AND c0.VALUE='BLOCKQUOTE' AND c0.POSITION='1' 
AND c1.VALUE='P' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='33' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
688,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='41' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='10' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
689,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='33' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='21' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
690,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='34' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='40' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
691,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='41' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='48' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
692,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='37' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='38' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
693,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='50' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='36' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
694,Post date:,"MATCH (a2:Template)<--(a1)<--(a0)<--(b)-->(c0)-->(c1)-->(c2)
WHERE a2.VALUE='Post date:' AND a2.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/TABLE/TBODY/TR/TD/DIV/H2/text()' AND a2.POSITION='1' 
AND a1.VALUE='H2' AND a1.POSITION='1' 
AND a0.VALUE='DIV' AND a0.POSITION='1' 
AND b.VALUE='TD' 
AND c0.VALUE='H2' AND c0.POSITION='1' 
AND c1.VALUE='A' AND c1.POSITION='1' 
AND c2.NODE_TYPE='3' AND c2.POSITION='1' 
 RETURN c2.VALUE AS VALUE, c2.URL AS URL, 'Template' in LABELS(c2) as template"
695,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='30' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='32' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
696,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='37' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='22' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
697,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='4' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='13' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
698,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='57' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='13' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
699,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='41' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='25' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
700,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='12' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='3' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
701,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='2' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='48' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
702,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='31' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='23' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
703,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='21' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='6' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
704,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='10' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='6' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
705,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='42' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='6' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
706,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='24' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='35' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
707,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='31' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='25' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
708,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='8' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='3' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
709,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='35' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='46' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
710,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='61' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='40' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
711,Profession: Computer Engineering and Information Technology - > Software Design/Development,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Profession: Computer Engineering and Information Technology - > Software Design/Development' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='44' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='34' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
712,Desired Attributes,"MATCH (a0:Template)<--(b)-->(c0)
WHERE a0.VALUE='Desired Attributes' AND a0.PATH='/HTML/BODY/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/DIV/BLOCKQUOTE/P/text()' AND a0.POSITION='48' 
AND b.VALUE='P' 
AND c0.NODE_TYPE='3' AND c0.POSITION='52' 
 RETURN c0.VALUE AS VALUE, c0.URL AS URL, 'Template' in LABELS(c0) as template"
