URL,EXTRACTED VALUE
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1888280489.html",Tue 9 Dec 2008 | 17:41 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1691806660.html",Mon 15 Dec 2008 | 16:23 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2122894481.html",Fri 12 Dec 2008 | 20:01 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1040845783.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1991608360.html",Fri 12 Dec 2008 | 20:00 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1548652632.html",Fri 12 Dec 2008 | 20:01 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1403337645.html",Fri 12 Dec 2008 | 20:00 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/690345379.html",Fri 12 Dec 2008 | 20:01 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1997939303.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1117451033.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/647297547.html",Fri 12 Dec 2008 | 20:00 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1626186753.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/199432045.html",Mon 15 Dec 2008 | 16:23 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1735373958.html",Fri 12 Dec 2008 | 20:03 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2012029501.html",Fri 12 Dec 2008 | 20:01 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1563202932.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1904488322.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2074884872.html",Fri 12 Dec 2008 | 20:03 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1145772631.html",Fri 12 Dec 2008 | 20:00 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1249683987.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1936604985.html",Fri 12 Dec 2008 | 20:03 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1846357536.html",Fri 12 Dec 2008 | 20:01 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1785151066.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2091176027.html",Wed 10 Dec 2008 | 12:56 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1895619957.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/259599575.html",Mon 15 Dec 2008 | 16:23 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1167545868.html",Fri 12 Dec 2008 | 20:01 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1089936923.html",Fri 12 Dec 2008 | 20:03 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/518111994.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1507321091.html",Mon 15 Dec 2008 | 16:23 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1507328710.html",Fri 12 Dec 2008 | 20:01 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1082526178.html",Mon 15 Dec 2008 | 16:23 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1266157550.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1540612091.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1941591674.html",Sun 30 Nov 2008 | 20:28 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1591684279.html",Fri 12 Dec 2008 | 20:00 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1010950668.html",Mon 15 Dec 2008 | 16:23 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1688291529.html",Fri 12 Dec 2008 | 20:01 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1183111813.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/191821983.html",Fri 12 Dec 2008 | 20:00 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/822806158.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1283558260.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/966495581.html",Fri 12 Dec 2008 | 20:03 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/209135941.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/698624203.html",Fri 12 Dec 2008 | 20:01 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2006725454.html",Mon 15 Dec 2008 | 16:23 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1805217180.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2013948383.html",Fri 12 Dec 2008 | 20:03 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1335398420.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/449004894.html",Fri 12 Dec 2008 | 20:01 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1332834566.html",Fri 12 Dec 2008 | 20:03 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/584704881.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1189547125.html",Fri 12 Dec 2008 | 20:01 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2009861900.html",Fri 12 Dec 2008 | 20:02 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/2070777061.html",Fri 12 Dec 2008 | 20:03 GMT
"/sdd/edimar/Desktop/doutorado/doutorado04/bases/WEIR/soccer/football.uk.reuters.com/1924620433.html",Fri 12 Dec 2008 | 20:02 GMT
