URL,EXTRACTED VALUE
"/media/Dados/bases/SWDE/job/job-hotjobs/0982.htm","Canoga Park, CA; Northridge, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1381.htm","Arlington, VA; Baltimore, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1069.htm","Fort Meade, MD; Laurel, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1577.htm","Los Angeles, CA; Culver City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1058.htm","San Diego, CA; La Mesa, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1191.htm","Boston, MA; Charlestown, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1387.htm","Sunnyvale, CA; Mountain View, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0918.htm","Santa Monica, CA; Culver City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1659.htm","Redwood City, CA; San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1242.htm","Fremont, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1153.htm","Palo Alto, CA; San Mateo, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1161.htm","Los Angeles, CA; Santa Monica, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1209.htm","Hoboken, NJ; Newark, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1882.htm","Washington, DC; Arlington, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0974.htm","Brockton, MA; Stoughton, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1828.htm","Santa Monica, CA; Culver City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1098.htm","Sunnyvale, CA; Cupertino, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1256.htm","Milwaukee, WI; Chicago, IL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1728.htm","Detroit, MI; Farmington Hills, MI"
"/media/Dados/bases/SWDE/job/job-hotjobs/1790.htm","Houston, TX; Dallas, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1134.htm","New York City, NY; White Plains, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/0925.htm","Fremont, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1711.htm","Campbell, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1229.htm","Daytona beach, FL; Jacksonville, FL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1549.htm","Irvine, CA; Lake Forest, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1337.htm","Akron, OH; Garfield Heights, OH"
"/media/Dados/bases/SWDE/job/job-hotjobs/1310.htm","Laguna Beach, CA; Irvine, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1039.htm","Santa Ana, CA; Tustin, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1043.htm","Buffalo, NY; Hamburg, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/0926.htm","Atlanta, GA; Marietta, GA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1108.htm","Washington, DC; Columbia, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1618.htm","Boston, MA; Cambridge, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1591.htm","San Francisco, CA; San Mateo, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0977.htm","San Jose, CA; San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0964.htm","Costa Mesa, CA; Newport Beach, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1732.htm","Orlando, FL; Apopka, FL"
"/media/Dados/bases/SWDE/job/job-hotjobs/0899.htm","Fullerton, CA; Rancho Cucamonga, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1815.htm","Palo Alto, CA; Sunnyvale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1568.htm","Jersey City, NJ; New York City, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1324.htm","Springfield, MO; Culver City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1478.htm","Mountain View, CA; Sunnyvale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1398.htm","West Hills, CA; Calabasas, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1244.htm","Santa Clara, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1483.htm","Culver City, CA; Inglewood, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1798.htm","Cambridge, MA; Boston, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1321.htm","San Francisco, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1885.htm","Berkeley, CA; Oakland, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1897.htm","Santa Clara, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1833.htm","Los Angeles, CA; Santa Monica, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1142.htm","San Mateo, CA; Burlingame, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0900.htm","Aliso Viejo, CA; Irvine, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1396.htm","Tampa, FL; Brandon, FL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1819.htm","Sunnyvale, CA; Menlo Park, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1721.htm","New York City, NY; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1289.htm","New York, NY; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1543.htm","Lexington, MA; Burlington, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0967.htm","Venice, CA; Culver City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0956.htm","Hoboken, NJ; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1540.htm","Palo Alto, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1757.htm","San Francisco, CA; San Mateo, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0941.htm","Newton, MA; boston, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1515.htm","New York city, NY; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1592.htm","Arlington, VA; Falls Church, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1679.htm","San Francisco , CA; South San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1450.htm","Culver City, CA; El Segundo, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1607.htm","San Jose, CA; Sunnyvale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1160.htm","Concord, NH; Lowell, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1173.htm","Albuquerque, NM; Santa Fe, NM"
"/media/Dados/bases/SWDE/job/job-hotjobs/0884.htm","Durham, NC; Raleigh, NC"
"/media/Dados/bases/SWDE/job/job-hotjobs/0891.htm","Burlington, MA; Woburn, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1762.htm","Santa Monica, CA; Culver City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1240.htm","Menlo Park, CA; San Mateo, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1011.htm","Danbury, CT; Bridgeport, CT"
"/media/Dados/bases/SWDE/job/job-hotjobs/1158.htm","Thousand Oaks, CA; Westlake Village, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0890.htm","Brockton, MA; Stoughton, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1605.htm","San Buenaventura, CA; Camarillo, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0984.htm","Redmond, WA; Bellevue, WA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1820.htm","Mooresville, NC; Charlotte, NC"
"/media/Dados/bases/SWDE/job/job-hotjobs/1662.htm","Hoboken, NJ; Newark, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/0993.htm","San Francisco, CA; Daly City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1165.htm","Reston, VA; Washington, DC"
"/media/Dados/bases/SWDE/job/job-hotjobs/0947.htm","Glendale, CA; North Hollywood, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1371.htm","San Francisco , CA; South San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1269.htm","Milwaukee, WI; Kenosha, WI"
"/media/Dados/bases/SWDE/job/job-hotjobs/1602.htm","Chamblee, GA; Atlanta, GA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1900.htm","Fort Meade, MD; Odenton, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/0985.htm","Burbank, CA; Pasadena, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1065.htm","Seattle, WA; Bellevue, WA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1559.htm","San Jose, CA; Oakland, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1083.htm","Culver City, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1088.htm","Kirkland, WA; Portland, OR"
"/media/Dados/bases/SWDE/job/job-hotjobs/1403.htm","Columbia, MD; Laurel, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/0987.htm","Chicago, IL; Oakbrook Terrace, IL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1476.htm","Kirkwood, MO; Hillsboro, MO"
"/media/Dados/bases/SWDE/job/job-hotjobs/1285.htm","Hayden, ID; Spokane, WA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1128.htm","Seattle, WA; Bellevue, WA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1332.htm","Reston, VA; Herndon, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0909.htm","Houston, TX; Austin, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1312.htm","Boston, MA; Cambridge, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1200.htm","Rockville, MD; Washington, DC"
"/media/Dados/bases/SWDE/job/job-hotjobs/1724.htm","San Jose, CA; Portland, OR"
"/media/Dados/bases/SWDE/job/job-hotjobs/1570.htm","Baton Rouge, LA; Baker, LA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0954.htm","New York City, NY; Hoboken, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1361.htm","Santa Monica, CA; Culver City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1084.htm","Manhattan, NY; New York City, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1623.htm","Newbury Park, CA; Thousand Oaks, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1459.htm","Newton, MA; Boston, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0943.htm","Portland, OR; Beaverton, OR"
"/media/Dados/bases/SWDE/job/job-hotjobs/1462.htm","Cambridge, MA; Somerville, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0932.htm","columbia, MD; Fort Meade, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1753.htm","New York, NY; Brooklyn, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1174.htm","Fishers, IN; indianapolis, IN"
"/media/Dados/bases/SWDE/job/job-hotjobs/1180.htm","Germantown, MD; Frederick, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1661.htm","Weston, MA; Cambridge, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1581.htm","Irvine, CA; Newport Beach, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0969.htm","Milpitas, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1054.htm","San Diego, CA; La Mesa, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1891.htm","Raleigh, NC; Durham, NC"
"/media/Dados/bases/SWDE/job/job-hotjobs/1166.htm","Phoenix, AZ; Scottsdale, AZ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1500.htm","Irving, TX; Dallas, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1211.htm","Atlanta, GA; Augusta, GA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1358.htm","Campbell, CA; Santa Clara, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0928.htm","Irvine, CA; Long Beach, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1393.htm","Boston, MA; Cambridge, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1374.htm","Seattle, WA; Bellevue, WA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1698.htm","Dallas, TX; Fort Worth, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1405.htm","Manhattan, NY; Brooklyn, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1127.htm","Clinton, IA; Low Moor, IA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1712.htm","Ithaca, NY; New York, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1438.htm","Pittsfield, PA; Hinsdale, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1133.htm","Ithaca, NY; Syracuse, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1872.htm","Hollywood, CA; Burbank, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1336.htm","San Jose, CA; Sunnyvale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1597.htm","Arlington, VA; Falls Church, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1588.htm","Irvine, CA; Santa Ana, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1689.htm","Orlando, FL; Cleveland, OH"
"/media/Dados/bases/SWDE/job/job-hotjobs/1203.htm","Santa Ana, CA; Irvine, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1263.htm","Chicago, IL; Boston, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0938.htm","Austin , TX; Round Rock, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1316.htm","Portland, OR; Beaverton, OR"
"/media/Dados/bases/SWDE/job/job-hotjobs/1131.htm","New York, NY; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1306.htm","Chicago, IL; Lincoln Park, IL"
"/media/Dados/bases/SWDE/job/job-hotjobs/0979.htm","Dallas, TX; Fort Worth, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1594.htm","Sunnyvale, CA; Mountain View, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1629.htm","Arlington, VA; Baltimore, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1187.htm","Marlborough, MA; Westborough, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1028.htm","San Francisco, CA; Redwood City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1254.htm","Chicago, IL; Lisle, IL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1379.htm","San Jose, CA; Sunnyvale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1786.htm","El Segundo, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1729.htm","Philadelphia, PA; Camden, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1535.htm","Fairfax, VA; Falls Church, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0933.htm","Austin, TX; Round Rock, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1665.htm","Irvine, CA; Laguna Hills, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1113.htm","New York, NY; Union City, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1741.htm","Lincoln, NE; Omaha, NE"
"/media/Dados/bases/SWDE/job/job-hotjobs/1754.htm","San Diego, CA; Chula Vista, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0886.htm","Rapid City, SD; Pierre, SD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1703.htm","Norwood, MA; Dedham, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1576.htm","Reston, VA; McLean, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1364.htm","North Hollywood, CA; Beverly Hills, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1834.htm","Sunnyvale, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1743.htm","San Francisco, CA; Daly City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0910.htm","Fort Meade, MD; Columbia, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1468.htm","El Segundo, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1745.htm","Brockton, MA; Canton, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1177.htm","San Pedro, CA; Long Beach, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1311.htm","Washington, DC; Arlington, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1368.htm","Manhattan, NY; Brooklyn, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/0944.htm","Fort Meade, MD; Columbia, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/0991.htm","New York, NY; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1846.htm","Boston, MA; New York, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1706.htm","Costa Mesa, CA; Irvine, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1902.htm","Century City, CA; Culver City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1078.htm","Menlo Park, CA; San Mateo, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1802.htm","Richmond, VA; Fairfax, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0895.htm","Austin, TX; San Antonio, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1499.htm","Columbus, OH; Cleveland, OH"
"/media/Dados/bases/SWDE/job/job-hotjobs/1682.htm","Santa Ana, CA; Irvine, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1186.htm","Washington, DC; Arlington, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1376.htm","San Francisco, CA; Palo Alto, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1101.htm","columbia, MD; Laurel, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1232.htm","Santa Monica, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1470.htm","Burbank, CA; Monterey Park, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0945.htm","Los Angeles, CA; Santa Monica, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1876.htm","Philadelphia, PA; Conshohocken, PA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1382.htm","Oakland, CA; San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1286.htm","Irvine, CA; Denver, CO"
"/media/Dados/bases/SWDE/job/job-hotjobs/1874.htm","Chicago, IL; Glenview, IL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1406.htm","San Francisco, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1397.htm","San Mateo, CA; Sunnyvale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1090.htm","Sunnyvale, CA; Santa Clara, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1636.htm","Santa Monica, CA; Ventura, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1322.htm","Cambridge, MA; Boston, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1827.htm","Washington, DC; Columbia, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1046.htm","Irvine, CA; Newport Beach, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1839.htm","Los Angeles, CA; Santa Monica, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1484.htm","Charlotte, NC; Gastonia, NC"
"/media/Dados/bases/SWDE/job/job-hotjobs/1188.htm","San Francisco, CA; Brisbane, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1508.htm","Santa Monica , CA; Century City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0931.htm","Chicago, IL; Boston, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1053.htm","Mountain View, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1463.htm","San Francisco, CA; Brisbane, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1415.htm","Santa Monica, CA; Culver City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1057.htm","Detroit, MI; Toledo, OH"
"/media/Dados/bases/SWDE/job/job-hotjobs/1779.htm","Lowell, MA; Fitchburg, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1464.htm","Palo Alto, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1617.htm","Charlotte, NC; Cleveland, OH"
"/media/Dados/bases/SWDE/job/job-hotjobs/1205.htm","Stamford, CT; New York, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1458.htm","Seattle, WA; Bellevue, WA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0966.htm","Tustin, CA; Santa Ana, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1339.htm","New York, NY; Brooklyn, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1877.htm","Palo Alto, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1848.htm","Beverly Hills, CA; Culver City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1696.htm","Westlake Village, CA; Thousand Oaks, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1713.htm","Kansas City, MO; Overland Park, KS"
"/media/Dados/bases/SWDE/job/job-hotjobs/1179.htm","Fort Meade, MD; Columbia, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1624.htm","San Diego , CA; Poway, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0923.htm","Bellevue, WA; Seattle, WA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1593.htm","Andover, MA; Methuen, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1323.htm","Lakewood, NJ; Toms River, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1723.htm","San Jose, CA; Sunnyvale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1567.htm","Pasadena, CA; Glendale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1727.htm","Dallas, TX; Fort Worth, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1530.htm","Stamford, CT; Norwalk, CT"
"/media/Dados/bases/SWDE/job/job-hotjobs/1118.htm","San Francisco, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1667.htm","Irvine, CA; Long Beach, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1279.htm","Pittsburgh, PA; Millvale, PA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1208.htm","Waltham, MA; Lexington, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1536.htm","Detroit, MI; Toledo, OH"
"/media/Dados/bases/SWDE/job/job-hotjobs/0901.htm","San Francisco, CA; San Bruno, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1227.htm","Beverly Hills, CA; Culver City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1546.htm","Venice, CA; Playa del Rey, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1437.htm","Reston, VA; Washington, DC"
"/media/Dados/bases/SWDE/job/job-hotjobs/1335.htm","New Haven, CT; Madison, CT"
"/media/Dados/bases/SWDE/job/job-hotjobs/1895.htm","Hoboken, NJ; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1192.htm","Los Angeles, CA; Santa Monica, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1494.htm","Sacramento, CA; Stockton, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1772.htm","Boston, MA; Mooresville, NC"
"/media/Dados/bases/SWDE/job/job-hotjobs/1507.htm","Newark, CA; San Jose, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1255.htm","Washington, DC; Arlington, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1634.htm","Beverly Hills, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0965.htm","West Sacramento, CA; Rancho Cordova, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1749.htm","San Jose, CA; Sunnyvale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1829.htm","Washington, DC; Bethesda, MD"
"/media/Dados/bases/SWDE/job/job-hotjobs/1007.htm","Thousand Oaks, CA; Northridge, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1871.htm","Cheektowaga, NY; West Seneca, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1810.htm","Newark , NJ; Hoboken, NJ"
"/media/Dados/bases/SWDE/job/job-hotjobs/1195.htm","Santa Monica, CA; Los Angeles, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1878.htm","Santa Clara, CA; Sunnyvale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1159.htm","Sunnyvale, CA; Cupertino, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1625.htm","Milwaukee, WI; Brookfield, WI"
"/media/Dados/bases/SWDE/job/job-hotjobs/1595.htm","New York, NY; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1869.htm","Centreville, VA; Herndon, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1009.htm","New York, NY; Boston, MA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0960.htm","Terrell hills, TX; Alamo Heights, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1077.htm","East Ridge, TN; Chattanooga, TN"
"/media/Dados/bases/SWDE/job/job-hotjobs/1109.htm","Mountain View, CA; Sunnyvale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1671.htm","Vienna, VA; McLean, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1879.htm","Santa Monica, CA; Culver City, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1674.htm","Mountain View, CA; Sunnyvale, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1164.htm","San Jose, CA; San Francisco, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1714.htm","San Antonio, TX; Alamo Heights, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1870.htm","Los Angeles, CA; Santa Monica, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/0948.htm","Kearney, NE; Minden, NE"
"/media/Dados/bases/SWDE/job/job-hotjobs/1110.htm","Hollywood, CA; Burbank, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1635.htm","Washington, DC; Arlington, VA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1692.htm","Chicago, IL; Naperville, IL"
"/media/Dados/bases/SWDE/job/job-hotjobs/1725.htm","Canton, OH; Akron, OH"
"/media/Dados/bases/SWDE/job/job-hotjobs/1881.htm","Atlanta, GA; Marietta, MS"
"/media/Dados/bases/SWDE/job/job-hotjobs/1813.htm","Dallas, TX; Houston, TX"
"/media/Dados/bases/SWDE/job/job-hotjobs/1383.htm","Santa Ana, CA; Irvine, CA"
"/media/Dados/bases/SWDE/job/job-hotjobs/1151.htm","Chicago, IL; Saint Louis, MO"
"/media/Dados/bases/SWDE/job/job-hotjobs/1105.htm","Baltimore, MD; Washington, DC"
"/media/Dados/bases/SWDE/job/job-hotjobs/1845.htm","New York , NY; Manhattan, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1261.htm","Manhattan , NY; New York City, NY"
"/media/Dados/bases/SWDE/job/job-hotjobs/1085.htm","Frederick, MD; Germantown, MD"
